name,email_address,social_security_num,gender_age,ethnicity,movie1,movie2,movie3,movie4,movie5
Julie Morris,nancybarrett@example.net,091-93-8421,Male 35-54,Caucasian or White,Goodfellas,The Godfather,The Godfather: Part II,Forrest Gump,Pulp Fiction
Jennifer Nelson,shawnallen@example.com,150-17-5334,Male 35-54,Caucasian or White,Jaws,The Shawshank Redemption,Goodfellas,National Lampoon's Animal House,The Unforgiven
Karen Kelley,phenry@example.net,167-60-8999,Male 35-54,Caucasian or White,Top Gun,Days of Thunder,The Lion King,Aladdin,Cars
Troy Archer,cathylang@example.com,368-17-0033,Male 35-54,Asian or Pacific Islander,Gladiator,The Usual Suspects,Fargo,Avatar,Alien
Matthew Griffin,jdelgado@example.net,807-94-5821,Male 25-34,Caucasian or White,Avengers: Endgame,Spider-Man: Far from Home,Thor: Ragnarok,Once Upon a Time ... in Hollywood,Fast and Furious
Michael Wilkerson,clarkvictoria@example.com,590-24-5847,Male 35-54,Caucasian or White,The Princess Bride,Serendipity,Serenity,The Goonies,Ocean's Eleven
Rachel Mosley,thomasramos@example.com,460-84-2770,Male 25-34,Asian or Pacific Islander,Mean Girls,White Chicks,Logan,Fast and Furious,X-Men: Apocalypse
Joshua Short,mcampbell@example.org,200-96-0620,Male 18-24,Caucasian or White,Toy Story,The Incredibles,"Monsters, Inc.", , 
Stephanie Lopez,meghanswanson@example.net,763-88-3302,Male 35-54,Caucasian or White,Tombstone,Deadpool,Deadpool 2,Logan,Scrooged
David Anthony,smithgregory@example.org,482-44-3550,Male 35-54,Caucasian or White,Top Gun,Heat,The Fugitive,Iron Man,Iron Man 2
Joseph Johnson,michelle77@example.net,669-54-8630,Male 25-34,Caucasian or White,it,Terminator 2: Judgment Day,Batman Begins,the joker,Avengers: Age of Ultron
Ryan Harris,perezjillian@example.com,100-97-5623,Female 35-54,Caucasian or White,Pretty Woman,the color purple,The Help,Philadelphia,Perfume: The Story of a Murderer
Amy Peterson,fcox@example.net,358-43-9012,Male 35-54,American Indian or Alaska Native,The Patriot,Gettysburg,True Grit, , 
Gerald Grant,weavermichelle@example.org,418-15-4510,Male 35-54,Caucasian or White,Captain America,Captain America: The First Avenger,Spider-Man: Far from Home,Spider-Man,spider man2
Donna Cooper,sandrasmith@example.org,527-27-4569,Male 35-54,Caucasian or White,The Lord of the Rings,The Matrix,Pirates of the Caribbean: Dead Man's Chest,Avengers: Infinity War,Iron Man
Hannah Hall,nathangutierrez@example.org,471-87-0658,Male 14-17,Asian or Pacific Islander,The Interview,Hitman: Agent 47,Black Panther, , 
Elizabeth Wilcox,emma34@example.org,754-34-3780,Male 25-34,African-American or Black,The Lion King,Friday,Jackie Brown,Pitch Perfect,Us
Christina Davis,wmay@example.org,071-27-7729,Male 35-54,Caucasian or White,Avengers: Endgame, , , , 
Scott Miller,carterholly@example.net,144-36-9938,Male 35-54,Caucasian or White,The Princess Bride,The Imitation Game,Serenity,Monty Python and the Holy Grail,Beauty and the Beast
Brenda Mullen,kristina17@example.org,611-41-3232,Male 35-54,Caucasian or White,Them!,Casablanca,The Treasure of the Sierra Madre,Invasion of the Body Snatchers,Friday the 13th
Nicole Brown,monicarodriguez@example.com,310-91-2868,Male 25-34,Caucasian or White,Elle, , , , 
Jerome Ayers,qallison@example.org,850-67-9596,Male 35-54,Caucasian or White,Titanic,Before Sunrise,Jurassic Park, , 
Stephen Kirby,michael96@example.com,232-68-0577,Male 35-54,Caucasian or White,Dangerous Liasons,Moulin Rouge,The Greatest Showman,Chicago,Ordinary People
Nicole Meadows,shelby44@example.net,126-57-3537,Male 35-54,Asian or Pacific Islander,The Godfather, , , , 
Linda Macias,nkaufman@example.net,773-83-2870,Male 35-54,Caucasian or White,The Shawshank Redemption,Saving Private Ryan, , , 
Dennis Higgins,smithbrian@example.com,639-52-4751,Male 35-54,Caucasian or White,Raiders of the Lost Ark,The Blues Brothers,Star Trek II: The Wrath of Khan,Star Wars: Episode VIII - The Last Jedi,The Godfather
David Page,kim17@example.net,831-13-2833,Male 35-54,Caucasian or White,Wonder,The Avengers,The Pianist, , 
Michael Everett,holly08@example.com,451-03-0627,Male 25-34,Asian or Pacific Islander,Juno, , , , 
Michael Ramirez,roger71@example.com,274-21-6768,Male 35-54,Caucasian or White,Hoosiers,The Man from Snowy River,Return to Snowy River,Remember the Titans,Saving Private Ryan
Anthony Jenkins,barronsarah@example.com,690-91-1647,Male 35-54,Caucasian or White,Napoleon Dynamite,The Godfather: Part II,Major League,"O Brother, Where Art Thou?",Kill Bill: Vol. 1
Robert Berry,lsantiago@example.com,205-68-2310,Male 35-54,Caucasian or White,The Hunt for Red October, , , , 
Nancy Hernandez,zhangkatie@example.net,330-01-4251,Male 25-34,Asian or Pacific Islander,The Boondock Saints,Saving Private Ryan,The Godfather, , 
Jennifer Roberts,jimenezdonald@example.org,475-62-3856,Male 35-54,Caucasian or White,Avengers: Infinity War,Gone Girl,Justice League,Avengers: Endgame,Batman
Michael Rivera,amanda37@example.com,293-11-7184,Male 35-54,Asian or Pacific Islander,A Bridge Too Far,Die Hard with a Vengeance,The Lord of the Rings,The Shawshank Redemption,"Lock, Stock and Two Smoking Barrels"
Amy Mayo,krodriguez@example.org,825-20-0272,Male 35-54,African-American or Black,Rocky,Superman,The League of Extraordinary Gentlemen,Splash,Batman
Steven Baker,alexandernatasha@example.com,328-03-2608,Male 35-54,Caucasian or White,The Hunger Games,Men in Black,Independence Day,Fast and Furious,The Hunger Games: Catching Fire
Barbara Olson,eedwards@example.com,724-60-4850,Male 35-54,Caucasian or White,Titanic,Spider-Man 3,The Incredible Hulk,The Avengers,Sex and the City
James Miller,linda59@example.com,535-13-4340,Male 35-54,Caucasian or White,Goodfellas,Field of Dreams,Stripes,The Right Stuff, 
Justin Johnson,shannonbrown@example.net,473-99-6243,Male 35-54,Caucasian or White,The Avengers,Thor,Fast and Furious,Batman,Superman
Erin Austin,gomezjohn@example.org,420-60-2057,Male 35-54,Caucasian or White,The Godfather: Part II,The Princess Bride,Big Hero 6,Avengers: Infinity War,Hacksaw Ridge
Michelle Bradley,aaronriggs@example.org,761-67-9876,Male 25-34,Caucasian or White,I Am Legend,Coach Carter,Thor,Toy story 3,Zombieland
Jennifer Rivas,fshort@example.net,691-25-6221,Male 35-54,Caucasian or White,Arthur,The Verdict,The Departed,The Shawshank Redemption,It's a Wonderful Life
Natalie Shelton MD,khenderson@example.net,063-12-4991,Male 35-54,Caucasian or White,Captain America: The First Avenger,Captain America: Civil War,Avengers: Endgame,Superman,Friday the 13th Part VI: Jason Lives
Jeremy Moore,whiteheadtravis@example.net,404-41-7011,Male 35-54,African-American or Black,The Last of the Mohicans,The Departed,Avengers: Endgame,Avengers: Infinity War,The Boondock Saints
Hannah Serrano,williamscott@example.com,236-62-9974,Male 35-54,Asian or Pacific Islander,The Lord of the Rings,Titanic,Kung Fu Panda, , 
Linda Donovan,esparzaandrew@example.org,489-94-1567,Male 18-24,Caucasian or White,The Iron Giant,Ready Player One,John Wick,Taken,John Wick: Chapter 3 - Parabellum
Michael Martin,kellyblanchard@example.com,792-09-6398,Male 35-54,Asian or Pacific Islander,Ma,Jaws,The Shawshank Redemption, , 
Margaret Waller,thomasmarie@example.org,278-91-8917,Male 25-34,Caucasian or White,Saving Private Ryan, , , , 
Tony Wheeler,davismelissa@example.org,085-41-5170,Male 25-34,African-American or Black,A Knight's Tale,The Godfather: Part II,Zombieland,Shaun of the Dead,World War Z
Mary Wiggins,hillcarol@example.org,441-12-7271,Male 35-54,Caucasian or White,Casino Jack,Sweet Home Alabama,3 Godfathers, , 
Debra Bates,michelledowns@example.net,329-79-8337,Male 35-54,Caucasian or White,Saving Private Ryan,Rocky,The Outlaw Josey Wales,"The Good, the Bad and the Ugly",Rudy
Michelle Kim,bthomas@example.com,738-15-0807,Male 35-54,Asian or Pacific Islander,Raiders of the Lost Ark,Star Wars: Episode IV - A New Hope,Back to the Future Part II,Jurassic Park,The Lord of the Rings: The Fellowship of the Ring
Natasha Bailey,jefferymay@example.com,807-42-8500,Male 35-54,Caucasian or White,Apocalypse Now,Goodfellas,Casino,Repo Man,The Silence of the Lambs
Tyler Harrison,richardcarlson@example.com,897-41-2143,Male 35-54,Caucasian or White,The Hunger Games,Grease,Dirty Dancing,I Spit on Your Grave,Hostel: Part II
Christopher Smith,ianmack@example.net,278-62-3420,Male 25-34,Caucasian or White,Goodfellas,The Lord of the Rings: The Return of the King,Anchorman: The Legend of Ron Burgundy,Wedding Crashers,Step Brothers
Charles Robertson,ortizjeanette@example.net,225-52-1461,Male 25-34,Caucasian or White,Star Trek: First Contact,Raiders of the Lost Ark,Indiana Jones and the Last Crusade,Star Trek Generations,Pretty Woman
Michael Sharp,pooleraymond@example.org,525-21-1511,Male 35-54,Caucasian or White,The Shawshank Redemption,The Godfather,Scarface,The Italian Job, 
Peter Miller,harpergerald@example.org,196-81-7262,Male 18-24,African-American or Black,Friday,Big Momma's House,Spider-Man 3,Bad Man's River,Home Alone 2: Lost in New York
Regina Gonzalez,aaustin@example.com,468-19-4539,Male 35-54,Caucasian or White,Rounders,Out of Sight,Goodfellas,Beautiful Girls,Raising Arizona
Lisa Chapman,laurali@example.com,273-09-7763,Male 18-24,Caucasian or White,Colombiana,Lone Survivor,Takers,Taken,A Madea Family Funeral
Raymond White,cannonjoshua@example.com,623-64-2162,Female 25-34,African-American or Black,The Matrix,The Conjuring,Hocus Pocus, , 
Alicia Sanchez,rebeccanelson@example.com,429-05-0750,Male 25-34,Caucasian or White,The Lord of the Rings,The Lion King,Luther,Fargo,Mean Girls
Vincent Wood,mhoffman@example.org,829-19-9737,Male 35-54,Caucasian or White,Children of Men,The Fly,Halloween,Repo Man,Sympathy for Mr Vengeance
Andre Liu,danielmartin@example.com,272-12-2922,Male 25-34,Caucasian or White,Saving Private Ryan,Ted,Django,Step Brothers,Blades of Glory
James Myers,kimberly76@example.com,709-60-8915,Male 25-34,Caucasian or White,Blade Runner,The Usual Suspects,Pulp Fiction,Conan the Barbarian,The Terminator
Tina Green,michael53@example.com,117-38-9169,Male 35-54,Caucasian or White,Leaving Las Vegas,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode V - The Empire Strikes Back,American Psycho,The Godfather
Jordan Macdonald,jacksontheresa@example.org,726-12-1497,Male 35-54,Caucasian or White,Avengers: Endgame,Avengers: Infinity War,The Lord of the Rings,Black Panther,Insidious
Nicholas Ryan,amandareed@example.com,692-90-2813,Male 25-34,Caucasian or White,Arrival,Shaun of the Dead,Monty Python and the Holy Grail,Bill cunningham: New York,The Mummy
Edward Williamson,lee01@example.com,076-83-5637,Male 25-34,Caucasian or White,Predator,Terminator 2: Judgment Day,Rambo,Rocky,Jurassic Park
Alexandra Brown,teresacurtis@example.org,132-27-6852,Male 18-24,Caucasian or White,Rocky IV,Spider-Man: Far from Home,Avengers: Endgame,Jerry Maguire,Dodgeball: A True Underdog Story
Justin Thomas,alexander61@example.net,672-79-1276,Male 35-54,Caucasian or White,Terminator Genisys,Terminator 2,Zoolander,Joe Dirt,a million ways todie in the west
Michael Miller,smithcraig@example.org,880-91-9843,Male 35-54,Caucasian or White,Terminator 2: Judgment Day, , , , 
Stacey Mejia,gregory78@example.net,712-81-8676,Male 18-24,African-American or Black,Ninja Assassin,Dawn of the Dead,Zombieland,Resident Evil: Afterlife,Resident Evil: Apocalypse
Carla Mcgee,woodjohn@example.com,765-98-9713,Male 35-54,Caucasian or White,The Shawshank Redemption,The Sandlot,National Lampoon's Christmas Vacation,Tommy Boy,Napoleon Dynamite
Kayla Berry,jmiller@example.org,714-06-6331,Male 35-54,Caucasian or White,Ghostbusters,Ghostbusters II,Back to the Future,apollo 13,saving mr banks
Vincent Barrett,colton71@example.org,595-52-7745,Male 35-54,Asian or Pacific Islander,The Godfather,The Hunger Games,Rogue One,Saving Private Ryan,Black Hawk Down
Emily Wright,fsalas@example.com,809-01-0314,Male 25-34,Caucasian or White,The Lord of the Rings,Star Wars: Episode V - The Empire Strikes Back,Jurassic Park, , 
Amy Key,ewilliams@example.org,629-23-0021,Male 25-34,Caucasian or White,Saving Private Ryan,The Wizard of Oz,Terminator 2: Judgment Day,Rudy,The Matrix
Ashley Murray,patriciarobinson@example.com,529-90-1722,Male 18-24,Caucasian or White,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Return of the King,The Hobbit: An Unexpected Journey,The Hobbit: The Battle of the Five Armies
Jennifer Smith,gaguilar@example.com,747-96-5113,Male 35-54,Caucasian or White,Jaws,Two Mules for Sister Sara,National Lampoon's Animal House,Alien,Star Wars
Monica Smith,oscarbaker@example.net,868-25-5209,Male 25-34,Caucasian or White,The Hunt for Red October,Clear and Present Danger,Die Hard with a Vengeance,Transformers,The Last of the Mohicans
Margaret Sanford,johnsonrichard@example.net,009-45-7178,Male 25-34,Caucasian or White,Children of Men,The Matrix,V for Vendetta,The Prestige,Inception
Cynthia Clark,ohahn@example.org,633-43-0532,Male 25-34,Caucasian or White,Fiddler on the Roof,Escape to Athena, , , 
Parker Griffin,jacquelinewilcox@example.net,107-91-3168,Male 25-34,Caucasian or White,Batman: The Killing Joke,Happy Gilmore,Major League, , 
Austin Holland,fmckay@example.net,430-23-2316,Male 25-34,Caucasian or White,Pulp Fiction,Reservoir Dogs,Jackie Brown,Kill Bill: Vol. 1,Kill Bill: Vol. 2
Jody Watson,calvin74@example.org,839-69-3639,Male 25-34,Caucasian or White,Gladiator,The Sound of Music,Green Street Hooligans,Fever Pitch,Toy Story 4
Deborah Jones DDS,sbarnes@example.net,858-46-3363,Male 25-34,Caucasian or White,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Return of the King, , 
Emily Norris,williamsmary@example.com,326-37-8992,Female 35-54,Asian or Pacific Islander,Home Alone 2: Lost in New York,When Harry Met Sally..., , , 
Emily Bryan,yparrish@example.org,761-23-2742,Male 25-34,Asian or Pacific Islander,Jurassic Park,The Mummy Returns,Home Alone,The Avengers, 
Lisa Padilla,reyesjennifer@example.com,812-72-5242,Male 35-54,Other,Rocky,Goodfellas,Dumb and Dumber,The Rock,The Dark Knight
Cynthia Day,vhatfield@example.net,800-30-8768,Male 25-34,Caucasian or White,Step Brothers,beverly hills ninja,13 Hours,The Greatest Showman,Aladdin
Lindsay Todd,kelly68@example.net,731-05-4675,Male 25-34,Caucasian or White,We Are Marshall,Beavis and Butt-Head Do America,Airborne,Anchorman: The Legend of Ron Burgundy,The American President
Antonio Dickerson,prodriguez@example.net,693-08-9300,Male 25-34,Other,Disney's Tarzan,The Sandlot,Armageddon,Jurassic Park,Avengers: Endgame
Frederick Martinez,brianzhang@example.com,799-19-9838,Male 25-34,American Indian or Alaska Native,The Sound of Music,The Matrix,Problem Child,Stargate,Star Wars: Episode VI - Return of the Jedi
Tasha Marks,andrewjackson@example.net,735-50-5183,Male 25-34,Caucasian or White,The Patriot,Gladiator,Independence Day,A Few Good Men,Old School
Laura Hancock,qramirez@example.org,059-83-1819,Male 25-34,Caucasian or White,(500) Days of Summer,The Proposal,Enchanted,He's Just Not That Into You,The Bounty Hunter
Lisa Ruiz,gillespiedavid@example.com,044-59-4140,Male 18-24,Caucasian or White,Jessi's Girls,Anzio,Abduction,Fun in Acapulco,Porgy and Bess
Colton Meyers,michaelbuckley@example.net,795-47-4612,Male 25-34,Caucasian or White,Die Hard,Lethal Weapon,U-571,Happy Gilmore,Billy Madison
Jacob Wilson,raymondnatalie@example.com,287-93-7555,Male 35-54,Caucasian or White,Inception,Tommy Boy, , , 
Antonio Turner,jimenezanthony@example.com,301-45-9589,Male 25-34,Caucasian or White,Edge of Tomorrow, , , , 
Adam Mora,lsmith@example.com,668-43-2287,Male 18-24,Caucasian or White,Star Wars: Episode III - Revenge of the Sith,Avatar,Saving Private Ryan,Black Hawk Down,Iron Man
Christopher Elliott,kellyavila@example.org,683-52-6242,Male 18-24,Caucasian or White,Pok̩mon Detective Pikachu,Avengers: Infinity War,Spider-Man 2,Superman,Pok̩mon: Lucario and the Mystery of Mew
David Henry,evansdenise@example.org,767-84-4165,Male 18-24,Caucasian or White,Avengers: Endgame,Ted 2,The Avengers,Spider-Man: Far from Home,Iron Man 2
Kevin Andersen,afreeman@example.org,826-42-9292,Male 18-24,Caucasian or White,Avengers: Endgame,Inception,Django,Shrek, 
Amber Weber,reynoldspedro@example.com,173-04-3005,Male 18-24,Other,Avengers: Endgame,Avengers: Age of Ultron,Avengers: Infinity War,Black Panther,Iron Man 2
Jodi Barnett,fnguyen@example.org,005-58-8126,Male 18-24,Other,"As Above, So Below",The Hills Have Eyes,The Shining,The Exorcism of Emily Rose, 
Harold Jackson,xnguyen@example.net,316-04-8464,Male 18-24,Asian or Pacific Islander,The Wizard of Oz,Avengers: Endgame,Spider-Man: Far from Home,The Pursuit of Happyness,The Wolf of Wall Street
Sara Johnson,nflores@example.net,867-21-1956,Male 18-24,Caucasian or White,Braveheart,The Last of the Mohicans,The Sandlot,The Goonies,Indiana Jones and the Last Crusade
Jacob Rogers,paul21@example.net,069-86-0554,Male 18-24,Caucasian or White,xXx: Return of Xander Cage,Star Wars: Episode II - Attack of the Clones,Deadpool,Over the Hedge,Deadpool 2
Amber Brown,karen10@example.org,836-38-0198,Male 18-24,Asian or Pacific Islander,The Shawshank Redemption,The Death of Stalin,Erin Brockovich,It, 
Karen Davis,grayjessica@example.org,031-98-0697,Male 14-17,African-American or Black,Scarface,King Arthur,Gladiator,Avengers: Infinity War,Thor
Melvin Anthony,ereyes@example.net,698-78-5434,Male 14-17,Caucasian or White,Godzilla,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode IV - A New Hope, 
Morgan Davis,johnlee@example.com,550-34-8483,Female 14-17,Other,Aladdin,Annie,The Avengers,Wonder Woman,Toy Story 4
Lisa Ortiz,rebeccagreen@example.com,842-05-6037,Male 14-17,Caucasian or White,Mission: Impossible,Spider-Man,Spider-Man 2,Mission: Impossible II, 
Kelly Brock,shirleyhernandez@example.org,120-31-4822,Female 14-17,Caucasian or White,Alice In Wonderland,Oz the Great and Powerful,Mary Poppins Returns,Ant-Man,Ant-Man and the Wasp
